projname,teamname,environment,region,date_of_build,duration,status,log_on,log_off
proj4,team18,stg,EMEA,29/04/2024,720,Failure,05/07/2024 13:52:00,05/07/2024 14:28:15
proj56,team1,prod,APAC,27/03/2024,2917,Failure,06/07/2024 14:06:10,06/07/2024 14:12:49
proj584,team11,stg,APAC,08/03/2024,254,Failure,07/07/2024 13:36:15,07/07/2024 13:58:05
proj4,team2,prod,APAC,16/01/2024,3559,Success,08/07/2024 14:03:07,08/07/2024 14:16:17
proj58,team11,prod,APAC,02/03/2024,3548,Failure,09/07/2024 14:04:48,09/07/2024 14:09:40
proj490,team4,prod,APAC,29/02/2024,3701,Success,10/07/2024 13:50:56,10/07/2024 14:21:49
proj8,team15,prod,AMER,29/02/2024,3441,Failure,11/07/2024 14:16:24,11/07/2024 14:25:21
proj36,team19,stg,APAC,28/01/2024,1704,Success,12/07/2024 13:28:33,12/07/2024 13:59:54
proj786,team4,prod,APAC,08/01/2024,2976,Success,13/07/2024 13:45:38,13/07/2024 14:01:00
proj473,team12,dev,EMEA,28/05/2024,83,Failure,14/07/2024 14:02:35,14/07/2024 14:06:47
proj5,team11,stg,EMEA,15/02/2024,310,Failure,15/07/2024 13:32:19,15/07/2024 14:24:16
proj559,team10,stg,AMER,21/03/2024,411,Success,16/07/2024 13:40:03,16/07/2024 14:32:45
proj21,team20,stg,APAC,13/03/2024,347,Failure,17/07/2024 12:59:15,17/07/2024 13:58:55
proj8,team9,stg,AMER,09/03/2024,1918,Failure,18/07/2024 13:55:34,18/07/2024 14:30:47
proj4,team4,prod,EMEA,05/03/2024,1270,Failure,19/07/2024 12:56:44,19/07/2024 13:53:59
proj7,team8,stg,EMEA,18/05/2024,503,Success,20/07/2024 12:53:08,20/07/2024 13:52:42
proj77,team5,dev,APAC,22/06/2024,1288,Success,27/06/2024 13:40:33,27/06/2024 13:59:23
proj9,team1,stg,EMEA,30/06/2024,2584,Success,28/06/2024 13:34:09,28/06/2024 13:54:54
proj040,team6,dev,APAC,19/01/2024,2682,Failure,29/06/2024 13:24:19,29/06/2024 13:39:21
proj543,team17,prod,EMEA,20/02/2024,3446,Failure,30/06/2024 13:39:41,30/06/2024 14:31:14
proj40,team11,prod,AMER,15/04/2024,1435,Success,01/07/2024 13:14:11,01/07/2024 13:34:13
proj17,team5,stg,EMEA,17/03/2024,2911,Success,02/07/2024 13:36:06,02/07/2024 13:56:57
proj29,team19,dev,AMER,25/01/2024,1488,Success,03/07/2024 12:59:45,03/07/2024 13:43:21
proj6,team10,dev,EMEA,03/07/2024,1176,Failure,04/07/2024 13:47:03,04/07/2024 14:23:46
proj379,team13,prod,AMER,17/03/2024,3535,Success,05/07/2024 13:36:22,05/07/2024 14:28:58
proj54,team3,prod,EMEA,03/05/2024,2675,Success,06/07/2024 12:37:12,06/07/2024 13:34:46
proj933,team19,stg,APAC,16/03/2024,3993,Failure,07/07/2024 14:02:39,07/07/2024 14:09:44
proj9,team15,dev,AMER,27/06/2024,1744,Failure,08/07/2024 13:16:23,08/07/2024 14:06:12
proj235,team3,prod,AMER,04/04/2024,555,Success,09/07/2024 13:34:00,09/07/2024 13:44:27
proj548,team19,stg,APAC,03/07/2024,968,Success,10/07/2024 13:31:44,10/07/2024 14:15:52
proj05,team19,dev,EMEA,21/06/2024,1093,Success,11/07/2024 14:03:46,11/07/2024 14:25:44
proj4,team1,dev,AMER,16/06/2024,2966,Success,12/07/2024 13:30:34,12/07/2024 14:20:00
proj7,team3,dev,EMEA,31/05/2024,2218,Success,13/07/2024 14:07:41,13/07/2024 14:23:28
proj247,team9,dev,APAC,29/05/2024,679,Failure,14/07/2024 13:49:05,14/07/2024 14:25:06
proj715,team15,stg,EMEA,11/05/2024,3162,Success,15/07/2024 13:29:23,15/07/2024 14:02:44
proj661,team9,prod,EMEA,16/04/2024,2578,Success,16/07/2024 13:27:18,16/07/2024 13:54:44
proj19,team3,prod,EMEA,29/03/2024,1983,Failure,17/07/2024 13:45:07,17/07/2024 14:19:30
proj998,team11,dev,APAC,03/02/2024,2278,Success,18/07/2024 13:20:35,18/07/2024 14:04:59
proj0,team15,dev,APAC,12/03/2024,2280,Success,19/07/2024 13:14:58,19/07/2024 14:11:13
proj0,team6,prod,EMEA,12/02/2024,2800,Failure,20/07/2024 13:28:53,20/07/2024 13:54:29
proj7,team14,stg,AMER,19/04/2024,1409,Failure,27/06/2024 13:35:17,27/06/2024 14:27:26
proj380,team3,dev,EMEA,03/03/2024,3226,Success,28/06/2024 13:30:04,28/06/2024 14:19:30
proj438,team4,dev,AMER,17/05/2024,84,Success,29/06/2024 13:28:14,29/06/2024 13:44:02
proj127,team10,stg,AMER,09/07/2024,2356,Failure,30/06/2024 13:49:23,30/06/2024 14:00:40
proj6,team13,stg,EMEA,28/04/2024,2509,Failure,01/07/2024 13:16:05,01/07/2024 14:15:44
proj17,team3,dev,EMEA,04/07/2024,274,Success,02/07/2024 13:18:59,02/07/2024 13:54:56
proj077,team18,stg,APAC,24/01/2024,1420,Success,03/07/2024 13:35:24,03/07/2024 13:46:46
proj1,team1,stg,AMER,11/05/2024,632,Success,04/07/2024 13:06:59,04/07/2024 13:47:50
proj4,team17,prod,APAC,25/01/2024,2194,Failure,05/07/2024 13:30:09,05/07/2024 14:18:06
proj2,team6,dev,APAC,16/04/2024,1499,Failure,06/07/2024 13:09:25,06/07/2024 13:47:14
proj28,team19,stg,EMEA,26/01/2024,2993,Failure,07/07/2024 14:06:20,07/07/2024 14:24:44
proj7,team17,dev,APAC,07/03/2024,2255,Success,08/07/2024 12:45:13,08/07/2024 13:36:05
proj89,team3,stg,EMEA,31/03/2024,942,Success,09/07/2024 14:10:38,09/07/2024 14:13:48
proj074,team5,dev,EMEA,08/03/2024,562,Failure,10/07/2024 14:26:24,10/07/2024 14:29:06
proj72,team18,dev,EMEA,21/01/2024,3636,Failure,11/07/2024 13:33:03,11/07/2024 14:20:55
proj0,team20,prod,APAC,05/03/2024,2702,Failure,12/07/2024 14:32:35,12/07/2024 14:32:29
proj6,team13,prod,EMEA,20/01/2024,2998,Failure,13/07/2024 13:34:41,13/07/2024 14:26:29
proj992,team18,stg,APAC,14/03/2024,765,Failure,14/07/2024 13:06:31,14/07/2024 13:58:03
proj2,team17,prod,EMEA,11/02/2024,2153,Failure,15/07/2024 12:51:42,15/07/2024 13:38:03
proj304,team5,prod,EMEA,26/04/2024,1442,Success,16/07/2024 13:37:11,16/07/2024 13:57:25
proj31,team12,dev,EMEA,05/05/2024,2272,Success,17/07/2024 12:44:43,17/07/2024 13:40:11
proj3,team2,stg,EMEA,21/03/2024,3845,Success,18/07/2024 13:40:39,18/07/2024 14:24:39
proj9,team8,dev,EMEA,04/02/2024,1171,Failure,19/07/2024 13:34:46,19/07/2024 14:29:32
proj7,team9,dev,AMER,19/01/2024,484,Failure,20/07/2024 13:18:30,20/07/2024 14:05:17
proj13,team16,stg,APAC,06/07/2024,2762,Success,02/07/2024 13:34:17,02/07/2024 13:36:32
proj6,team9,dev,AMER,21/05/2024,3318,Failure,03/07/2024 13:19:35,03/07/2024 13:38:20
proj56,team14,stg,EMEA,29/05/2024,3194,Success,04/07/2024 13:19:54,04/07/2024 13:45:01
proj19,team11,prod,AMER,26/03/2024,1467,Success,05/07/2024 13:05:39,05/07/2024 13:37:35
proj0,team6,prod,EMEA,18/02/2024,122,Failure,06/07/2024 13:01:44,06/07/2024 14:01:21
proj473,team11,prod,APAC,19/05/2024,2110,Failure,07/07/2024 12:46:52,07/07/2024 13:42:53
proj4,team12,stg,APAC,12/04/2024,1787,Failure,08/07/2024 13:34:14,08/07/2024 14:09:37
proj8,team17,dev,EMEA,25/02/2024,3239,Failure,09/07/2024 13:12:10,09/07/2024 13:53:13
proj5,team13,prod,AMER,04/01/2024,3269,Failure,10/07/2024 14:03:22,10/07/2024 14:25:29
proj6,team1,stg,APAC,09/04/2024,3751,Success,11/07/2024 14:13:17,11/07/2024 14:32:59
proj714,team2,stg,AMER,26/06/2024,2306,Failure,12/07/2024 13:26:07,12/07/2024 14:02:16
proj34,team5,dev,APAC,01/05/2024,326,Failure,13/07/2024 14:07:53,13/07/2024 14:10:06
proj600,team7,prod,EMEA,16/03/2024,1329,Success,14/07/2024 13:56:55,14/07/2024 14:10:01
proj0,team9,dev,AMER,25/05/2024,2732,Failure,15/07/2024 13:00:20,15/07/2024 13:36:48
proj483,team18,stg,AMER,14/06/2024,125,Success,16/07/2024 14:18:31,16/07/2024 14:27:49
proj24,team1,stg,APAC,20/01/2024,250,Failure,17/07/2024 14:16:40,17/07/2024 14:33:17
proj1,team16,dev,AMER,03/03/2024,1192,Failure,18/07/2024 13:25:17,18/07/2024 13:45:31
proj0,team18,dev,APAC,22/06/2024,3442,Success,19/07/2024 14:00:51,19/07/2024 14:05:37
proj8,team1,stg,EMEA,01/02/2024,3761,Success,20/07/2024 13:20:14,20/07/2024 14:12:06
proj6,team12,stg,EMEA,21/06/2024,1755,Failure,27/06/2024 13:53:02,27/06/2024 14:09:10
proj076,team11,prod,EMEA,27/01/2024,3266,Failure,28/06/2024 13:43:04,28/06/2024 14:24:32
proj625,team20,prod,APAC,16/04/2024,2344,Failure,29/06/2024 13:44:32,29/06/2024 14:28:01
proj59,team8,dev,APAC,13/01/2024,1538,Success,30/06/2024 12:51:30,30/06/2024 13:36:42
proj04,team16,stg,APAC,10/07/2024,2263,Success,01/07/2024 14:05:48,01/07/2024 14:17:29
proj8,team18,prod,AMER,07/07/2024,1783,Success,02/07/2024 13:32:52,02/07/2024 14:13:37
proj3,team15,dev,APAC,05/04/2024,3078,Failure,03/07/2024 12:56:10,03/07/2024 13:50:42
proj30,team14,dev,APAC,23/02/2024,2573,Success,04/07/2024 12:55:23,04/07/2024 13:48:12
proj912,team8,dev,APAC,27/03/2024,1194,Failure,05/07/2024 13:42:09,05/07/2024 13:50:23
proj46,team14,stg,AMER,14/03/2024,1199,Failure,06/07/2024 13:42:38,06/07/2024 14:13:25
proj87,team12,stg,APAC,16/06/2024,1222,Success,07/07/2024 12:46:04,07/07/2024 13:36:11
proj29,team15,stg,EMEA,28/04/2024,1441,Success,08/07/2024 14:12:54,08/07/2024 14:30:18
proj5,team7,prod,EMEA,13/05/2024,2830,Success,09/07/2024 13:22:25,09/07/2024 14:03:52
proj976,team15,stg,APAC,22/01/2024,898,Failure,10/07/2024 13:15:38,10/07/2024 13:50:50
proj3,team15,dev,AMER,15/06/2024,207,Failure,11/07/2024 13:41:28,11/07/2024 14:01:41
proj896,team3,dev,APAC,24/06/2024,2113,Failure,12/07/2024 13:45:50,12/07/2024 13:59:25
proj0,team14,stg,APAC,30/06/2024,2331,Failure,13/07/2024 13:17:05,13/07/2024 13:55:21
proj2,team3,prod,AMER,27/04/2024,3068,Failure,14/07/2024 13:15:23,14/07/2024 13:50:14
proj313,team2,prod,EMEA,05/07/2024,2279,Success,15/07/2024 13:43:51,15/07/2024 13:49:44
proj67,team6,dev,EMEA,25/04/2024,2948,Success,16/07/2024 13:35:36,16/07/2024 13:40:39
proj064,team18,prod,APAC,24/04/2024,1094,Failure,17/07/2024 13:42:45,17/07/2024 13:56:43
proj5,team15,dev,EMEA,20/03/2024,3589,Success,18/07/2024 12:46:04,18/07/2024 13:36:19
proj638,team3,prod,AMER,26/03/2024,369,Success,19/07/2024 13:35:09,19/07/2024 13:44:53
proj064,team5,prod,APAC,07/02/2024,829,Failure,20/07/2024 13:59:32,20/07/2024 14:27:44
proj5,team18,dev,APAC,22/05/2024,1051,Failure,27/06/2024 14:15:17,27/06/2024 14:21:32
proj58,team14,dev,APAC,24/06/2024,3874,Success,28/06/2024 13:18:36,28/06/2024 13:49:43
proj7,team7,prod,AMER,06/07/2024,3244,Failure,29/06/2024 13:14:55,29/06/2024 13:59:34
proj1,team18,stg,AMER,01/06/2024,3161,Success,30/06/2024 13:27:02,30/06/2024 13:58:49
proj5,team13,prod,AMER,13/06/2024,2382,Failure,01/07/2024 14:18:39,01/07/2024 14:31:58
proj400,team16,prod,EMEA,20/06/2024,2737,Failure,02/07/2024 13:29:04,02/07/2024 14:22:04
proj358,team15,stg,EMEA,31/03/2024,3422,Failure,03/07/2024 13:00:42,03/07/2024 13:47:37
proj6,team14,prod,AMER,31/03/2024,2239,Success,04/07/2024 12:53:10,04/07/2024 13:39:25
proj9,team8,dev,EMEA,23/06/2024,403,Failure,05/07/2024 13:54:00,05/07/2024 14:01:15
proj321,team18,prod,APAC,23/03/2024,658,Failure,06/07/2024 12:46:43,06/07/2024 13:39:04
proj8,team16,stg,EMEA,04/05/2024,627,Success,07/07/2024 13:40:52,07/07/2024 13:57:59
proj79,team11,dev,APAC,20/03/2024,2579,Success,08/07/2024 13:06:08,08/07/2024 13:49:30
proj160,team4,dev,AMER,10/07/2024,3181,Success,09/07/2024 13:42:00,09/07/2024 13:47:11
proj958,team18,dev,EMEA,19/01/2024,2929,Success,10/07/2024 13:28:32,10/07/2024 13:57:09
proj83,team9,dev,AMER,16/01/2024,2526,Failure,11/07/2024 14:01:14,11/07/2024 14:30:10
proj230,team3,stg,EMEA,23/04/2024,2308,Failure,12/07/2024 13:21:32,12/07/2024 13:50:42
proj163,team13,stg,APAC,30/05/2024,3733,Success,13/07/2024 13:16:48,13/07/2024 13:38:44
proj547,team8,stg,APAC,06/06/2024,2850,Failure,14/07/2024 13:39:28,14/07/2024 14:06:37
proj60,team10,dev,EMEA,17/01/2024,258,Success,15/07/2024 13:28:28,15/07/2024 14:20:04
proj1,team20,stg,AMER,18/06/2024,575,Failure,16/07/2024 13:50:10,16/07/2024 14:08:22
proj476,team18,stg,AMER,22/02/2024,1044,Success,17/07/2024 14:08:47,17/07/2024 14:09:20
proj26,team2,dev,APAC,19/06/2024,1770,Failure,18/07/2024 13:52:44,18/07/2024 14:16:53
proj470,team15,stg,APAC,24/02/2024,3970,Failure,19/07/2024 14:28:25,19/07/2024 14:30:43
proj7,team17,stg,AMER,30/04/2024,975,Failure,20/07/2024 13:18:10,20/07/2024 14:01:23
proj7,team20,prod,EMEA,09/02/2024,1514,Failure,27/06/2024 13:25:53,27/06/2024 14:05:42
proj1,team3,prod,AMER,29/06/2024,3002,Failure,28/06/2024 13:45:54,28/06/2024 13:59:15
proj721,team4,stg,EMEA,24/05/2024,669,Success,29/06/2024 14:08:43,29/06/2024 14:11:35
proj32,team6,dev,AMER,02/01/2024,3038,Success,30/06/2024 12:43:55,30/06/2024 13:38:15
proj57,team17,dev,APAC,19/04/2024,525,Success,01/07/2024 13:54:09,01/07/2024 13:57:20
proj43,team16,dev,EMEA,06/06/2024,2533,Success,02/07/2024 13:18:33,02/07/2024 13:47:20
proj967,team2,prod,AMER,03/04/2024,2808,Success,03/07/2024 13:33:31,03/07/2024 14:02:33
proj7,team5,stg,EMEA,15/03/2024,2479,Failure,04/07/2024 13:16:15,04/07/2024 14:09:03
proj51,team7,prod,EMEA,01/01/2024,2205,Success,05/07/2024 13:00:44,05/07/2024 13:47:00
proj6,team9,dev,EMEA,12/03/2024,1617,Success,06/07/2024 13:30:51,06/07/2024 13:48:40
proj5,team20,stg,EMEA,16/04/2024,1662,Failure,07/07/2024 13:52:08,07/07/2024 14:01:53
proj70,team3,dev,EMEA,12/03/2024,1361,Failure,08/07/2024 13:57:04,08/07/2024 13:59:17
proj0,team10,dev,AMER,19/03/2024,215,Success,09/07/2024 13:38:53,09/07/2024 13:42:02
proj2,team9,prod,APAC,12/01/2024,960,Failure,10/07/2024 13:03:35,10/07/2024 13:43:34
proj92,team7,stg,AMER,23/03/2024,3688,Failure,11/07/2024 13:56:55,11/07/2024 14:30:46
proj8,team5,stg,AMER,03/03/2024,1466,Failure,12/07/2024 14:10:44,12/07/2024 14:32:52
proj808,team9,dev,APAC,17/02/2024,845,Failure,13/07/2024 13:21:20,13/07/2024 13:54:28
proj0,team11,stg,APAC,18/03/2024,700,Success,14/07/2024 13:25:58,14/07/2024 13:54:17
proj118,team14,stg,APAC,08/06/2024,126,Failure,15/07/2024 13:24:42,15/07/2024 14:02:47
proj347,team19,stg,EMEA,13/03/2024,1728,Failure,16/07/2024 13:32:55,16/07/2024 14:26:21
proj0,team10,dev,EMEA,10/04/2024,981,Success,17/07/2024 13:21:25,17/07/2024 13:36:15
proj430,team17,prod,AMER,27/01/2024,1283,Failure,18/07/2024 13:36:51,18/07/2024 13:55:16
proj673,team6,dev,EMEA,03/01/2024,3628,Failure,19/07/2024 13:26:08,19/07/2024 13:45:50
proj085,team17,dev,APAC,09/02/2024,1988,Failure,20/07/2024 13:16:46,20/07/2024 14:06:32
proj3,team12,prod,APAC,30/01/2024,1817,Failure,27/06/2024 12:52:06,27/06/2024 13:45:27
proj85,team6,prod,AMER,29/06/2024,3798,Success,28/06/2024 13:12:33,28/06/2024 13:55:50
proj30,team7,dev,APAC,14/02/2024,2528,Failure,29/06/2024 13:39:36,29/06/2024 13:47:13
proj8,team18,dev,AMER,11/02/2024,3898,Success,30/06/2024 13:22:47,30/06/2024 13:34:09
proj069,team8,stg,AMER,14/01/2024,2564,Failure,01/07/2024 12:51:28,01/07/2024 13:51:17
proj91,team18,prod,AMER,30/03/2024,3830,Success,02/07/2024 14:10:37,02/07/2024 14:19:41
proj008,team5,prod,EMEA,29/01/2024,1466,Success,03/07/2024 13:13:27,03/07/2024 13:42:39
proj5,team14,stg,EMEA,25/06/2024,2658,Success,04/07/2024 13:25:36,04/07/2024 14:24:11
proj607,team19,dev,APAC,07/06/2024,911,Success,05/07/2024 14:01:32,05/07/2024 14:23:04
proj35,team1,prod,AMER,30/06/2024,3835,Failure,06/07/2024 13:20:25,06/07/2024 14:16:52
proj9,team11,dev,AMER,05/03/2024,2381,Failure,07/07/2024 13:26:55,07/07/2024 14:04:35
proj94,team6,stg,APAC,22/03/2024,369,Success,08/07/2024 13:02:51,08/07/2024 13:38:26
proj3,team3,prod,APAC,29/05/2024,552,Success,09/07/2024 14:08:00,09/07/2024 14:12:18
proj3,team18,prod,APAC,09/05/2024,77,Failure,10/07/2024 13:23:07,10/07/2024 13:34:06
proj8,team16,stg,AMER,28/01/2024,2086,Success,11/07/2024 13:02:48,11/07/2024 13:53:34
proj519,team14,stg,APAC,17/02/2024,887,Success,12/07/2024 13:29:34,12/07/2024 14:11:36
proj902,team17,prod,EMEA,12/02/2024,1462,Failure,13/07/2024 13:23:20,13/07/2024 13:40:40
proj30,team1,dev,EMEA,23/04/2024,279,Success,14/07/2024 12:48:24,14/07/2024 13:36:04
proj20,team2,stg,AMER,22/02/2024,2831,Success,15/07/2024 13:05:57,15/07/2024 14:02:41
proj7,team15,prod,APAC,28/06/2024,2182,Success,16/07/2024 13:04:59,16/07/2024 13:39:20
proj44,team13,stg,AMER,21/03/2024,29,Failure,17/07/2024 13:53:07,17/07/2024 14:16:34
proj1,team5,stg,AMER,16/01/2024,2842,Success,18/07/2024 13:47:25,18/07/2024 14:10:24
proj027,team8,prod,AMER,14/02/2024,3439,Success,19/07/2024 14:20:09,19/07/2024 14:24:23
proj01,team20,prod,EMEA,27/06/2024,721,Failure,20/07/2024 13:41:22,20/07/2024 13:52:03
proj6,team4,prod,APAC,22/01/2024,2546,Failure,27/06/2024 14:04:19,27/06/2024 14:33:27
proj310,team17,dev,EMEA,11/04/2024,3971,Success,28/06/2024 13:08:21,28/06/2024 13:42:11
proj80,team14,stg,EMEA,05/07/2024,1648,Failure,29/06/2024 13:24:19,29/06/2024 13:56:36
proj4,team19,stg,AMER,26/01/2024,2634,Failure,30/06/2024 13:10:02,30/06/2024 13:40:36
proj2,team4,prod,APAC,19/06/2024,3897,Success,01/07/2024 14:24:11,01/07/2024 14:29:58
proj245,team11,stg,EMEA,11/01/2024,3476,Success,02/07/2024 13:21:37,02/07/2024 13:39:28
proj9,team8,stg,EMEA,04/05/2024,3880,Success,03/07/2024 13:33:42,03/07/2024 14:12:35
proj5,team14,dev,EMEA,19/05/2024,1137,Failure,04/07/2024 14:22:40,04/07/2024 14:32:03
proj7,team14,prod,EMEA,27/04/2024,1753,Failure,05/07/2024 13:26:20,05/07/2024 14:20:57
proj0,team11,stg,AMER,11/04/2024,904,Failure,06/07/2024 14:07:47,06/07/2024 14:22:39
proj6,team19,stg,AMER,02/01/2024,1510,Success,07/07/2024 13:56:09,07/07/2024 14:15:22
proj67,team20,stg,APAC,14/06/2024,3866,Success,08/07/2024 13:11:35,08/07/2024 13:39:51
proj536,team12,dev,APAC,28/03/2024,1362,Success,09/07/2024 12:57:37,09/07/2024 13:39:22
proj62,team15,dev,AMER,21/02/2024,583,Success,10/07/2024 13:11:45,10/07/2024 14:02:18
proj58,team7,stg,AMER,11/07/2024,1739,Failure,11/07/2024 14:15:39,11/07/2024 14:31:58
proj110,team11,dev,APAC,22/03/2024,1195,Failure,12/07/2024 13:44:42,12/07/2024 14:31:39
proj539,team19,dev,APAC,19/04/2024,3257,Failure,13/07/2024 13:37:38,13/07/2024 14:01:19
proj9,team4,stg,EMEA,01/02/2024,1592,Failure,14/07/2024 13:40:34,14/07/2024 13:59:53
proj035,team1,prod,EMEA,06/06/2024,1148,Failure,15/07/2024 13:57:30,15/07/2024 14:06:44
proj7,team12,prod,AMER,02/06/2024,885,Failure,16/07/2024 13:11:07,16/07/2024 14:01:36
proj876,team13,dev,EMEA,01/07/2024,3942,Failure,17/07/2024 13:27:17,17/07/2024 14:17:02
proj517,team20,dev,EMEA,12/06/2024,2869,Failure,18/07/2024 13:46:14,18/07/2024 14:33:39
proj31,team18,stg,APAC,19/06/2024,2845,Success,19/07/2024 13:44:13,19/07/2024 14:02:55
proj873,team17,prod,APAC,21/02/2024,3786,Success,20/07/2024 13:59:31,20/07/2024 14:23:25
proj835,team10,dev,APAC,01/06/2024,1593,Success,27/06/2024 13:20:15,27/06/2024 13:38:44
proj14,team18,stg,APAC,22/04/2024,986,Success,28/06/2024 13:38:31,28/06/2024 14:29:42
proj53,team12,dev,APAC,06/07/2024,3239,Success,29/06/2024 13:41:00,29/06/2024 14:33:16
proj0,team5,prod,EMEA,15/04/2024,2486,Failure,30/06/2024 14:21:13,30/06/2024 14:22:28
proj5,team12,prod,AMER,20/02/2024,1995,Failure,01/07/2024 13:52:51,01/07/2024 14:17:08
proj683,team10,dev,AMER,22/05/2024,1224,Failure,02/07/2024 13:55:40,02/07/2024 14:17:10
proj0,team15,prod,AMER,26/03/2024,516,Failure,03/07/2024 13:59:11,03/07/2024 14:28:52
proj706,team8,stg,AMER,14/05/2024,3545,Success,04/07/2024 13:10:17,04/07/2024 13:54:11
proj287,team18,prod,APAC,04/06/2024,635,Success,05/07/2024 12:50:20,05/07/2024 13:45:04
proj611,team8,prod,EMEA,11/03/2024,3452,Failure,06/07/2024 13:57:26,06/07/2024 14:24:26
proj2,team3,dev,EMEA,27/01/2024,1630,Success,07/07/2024 13:38:33,07/07/2024 13:59:13
proj5,team6,stg,APAC,22/06/2024,3725,Failure,08/07/2024 13:24:26,08/07/2024 13:42:45
proj70,team12,prod,AMER,14/01/2024,3507,Failure,09/07/2024 13:43:23,09/07/2024 14:29:28
proj907,team5,stg,AMER,03/06/2024,3539,Failure,10/07/2024 13:33:50,10/07/2024 13:36:31
proj192,team16,prod,AMER,30/04/2024,1382,Failure,11/07/2024 14:17:06,11/07/2024 14:27:59
proj698,team20,prod,AMER,29/06/2024,3058,Failure,12/07/2024 14:10:40,12/07/2024 14:21:37
proj2,team15,dev,APAC,08/02/2024,1787,Success,13/07/2024 13:22:52,13/07/2024 13:49:35
